#Species_compared	Gene_pairs	CHLORELLA protein total = 9780
CHLORELLA.vs.AUXENO.gap5.clusters	1679
CHLORELLA.vs.BATHY.gap5.clusters	16
CHLORELLA.vs.CCMP.gap5.clusters	28
CHLORELLA.vs.CHLAMY.gap5.clusters	21
CHLORELLA.vs.CHLORELLA.gap5.clusters	9472
CHLORELLA.vs.COCCO.gap5.clusters	293
CHLORELLA.vs.GONIUM.gap5.clusters	28
CHLORELLA.vs.HELICO.gap5.clusters	277
CHLORELLA.vs.KLEBS.gap5.clusters	16
CHLORELLA.vs.MCOMMODA.gap5.clusters	6
CHLORELLA.vs.MPUSI.gap5.clusters	4
CHLORELLA.vs.OLUCI.gap5.clusters	9
CHLORELLA.vs.OTAURI.gap5.clusters	7
CHLORELLA.vs.VOLVOX.gap5.clusters	23
